customer,order,total_items,discount%,weekday,hour,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,num_orders,labels,class
6208,18470,16.25,1.0716666666666665,2,10,19.553333333333335,42.498333333333335,24.113333333333333,9.501666666666667,2.1491666666666664,0.8516666666666667,1.3333333333333333,0.0,12.0,4,loyals
6209,18482,33.0,0.62,6,18,30.6,35.55,3.88,5.28,13.38,11.32,0.0,0.0,1.0,1,fresh_regulars
6210,18483,7.0,14.97,4,17,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6211,18484,31.0,5.18,2,19,11.316666666666665,0.0,66.69333333333334,20.856666666666666,1.1300000000000001,0.0,0.0,0.0,3.0,5,drink_buyers
6212,18487,21.0,9.5425,1,10,25.66,4.512499999999999,21.527500000000003,36.760000000000005,11.54,0.0,0.0,0.0,4.0,2,home_decorators
6214,18492,37.15384615384615,2.9084615384615384,3,19,23.40692307692308,41.91769230769231,12.706923076923077,14.251538461538464,2.98,0.0,4.735384615384616,0.0,13.0,4,loyals
6215,18505,42.0,5.94,1,23,8.29,0.0,29.39,0.0,0.0,0.0,62.32,0.0,1.0,7,new_parents
6216,18506,11.0,17.985,7,9,0.0,0.0,0.0,10.08,0.0,0.0,89.92,0.0,2.0,7,new_parents
6217,18508,19.0,0.0,7,17,8.3925,0.755,18.06,18.72,1.335,2.4125,50.33,0.0,4.0,7,new_parents
6218,18512,22.0,0.0,6,19,0.0,28.1,62.05,9.84,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6219,18513,19.0,4.73,7,20,12.39,44.88,38.6,4.13,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6220,18514,41.333333333333336,8.203333333333333,3,11,54.623333333333335,7.073333333333334,10.233333333333333,14.339999999999998,5.046666666666667,3.66,5.023333333333333,0.0,3.0,8,grocery_regulars
6221,18517,35.25,12.344999999999999,4,16,26.537499999999998,9.845,27.557499999999997,27.6425,7.6925,0.0,0.7274999999999999,0.0,4.0,8,grocery_regulars
6223,18522,11.5,0.19,3,8,0.0,0.0,29.505000000000003,0.0,0.0,0.0,70.495,0.0,2.0,7,new_parents
6224,18524,29.25,2.8375,3,12,24.759999999999998,0.795,55.877500000000005,13.895,2.3625,0.0,2.3125,0.0,4.0,5,drink_buyers
6225,18528,35.5,7.7524999999999995,7,21,34.2525,0.0,27.2975,34.315,4.135,0.0,0.0,0.0,4.0,8,grocery_regulars
6226,18532,29.5,26.07,1,20,31.544999999999998,0.0,47.325,17.380000000000003,0.0,0.0,0.0,3.755,2.0,8,grocery_regulars
6227,18534,47.666666666666664,4.323333333333333,4,13,31.19666666666667,14.11,44.699999999999996,5.9866666666666655,4.010000000000001,0.0,0.0,0.0,3.0,8,grocery_regulars
6228,18537,19.0,14.3,4,21,33.67,0.0,34.36,27.064999999999998,4.905,0.0,0.0,0.0,2.0,8,grocery_regulars
6229,18539,59.0,10.37,6,20,33.0,15.01,20.28,16.25,6.3,0.0,0.0,9.17,1.0,8,grocery_regulars
6230,18540,36.0,2.08,2,12,78.92333333333333,8.58,3.9333333333333336,6.253333333333333,2.3133333333333335,0.0,0.0,0.0,3.0,8,grocery_regulars
6232,18544,40.0,3.0599999999999996,5,23,30.08,40.4,22.904999999999998,2.71,0.0,0.0,0.0,0.0,2.0,1,fresh_regulars
6233,18546,43.5,0.6,4,19,37.8,25.56,7.925,17.47,11.245000000000001,0.0,0.0,0.0,2.0,8,grocery_regulars
6235,18549,16.2,4.6515,3,15,28.7425,41.625499999999995,18.62,7.5175,3.0164999999999997,0.4765,0.0,0.0,20.0,4,loyals
6236,18569,28.0,5.9799999999999995,6,7,17.533333333333335,12.530000000000001,59.51333333333334,9.716666666666667,0.0,0.0,0.7066666666666667,0.0,3.0,5,drink_buyers
6237,18572,49.0,5.7,5,10,0.0,0.0,68.36,7.68,5.65,0.54,17.76,0.0,1.0,5,drink_buyers
6238,18573,58.0,1.1833333333333333,3,22,28.976666666666663,51.546666666666674,8.19,11.286666666666667,0.0,0.0,0.0,0.0,3.0,1,fresh_regulars
6239,18576,63.666666666666664,5.016666666666667,1,16,14.63,11.953333333333333,50.419999999999995,23.0,0.0,0.0,0.0,0.0,3.0,8,grocery_regulars
6240,18579,34.0,3.61,1,20,40.78,0.0,38.54,7.84,0.0,0.0,0.0,12.84,1.0,8,grocery_regulars
6241,18580,66.0,3.07,7,14,19.94,0.0,22.59,16.44,15.64,0.0,25.38,0.0,1.0,8,grocery_regulars
6243,18583,31.8125,2.1075,7,11,12.269374999999998,32.1025,48.70375000000001,4.936875000000001,0.92125,1.06875,0.0,0.0,16.0,4,loyals
6244,18599,44.0,11.82,4,21,14.25,76.35,9.4,0.0,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6245,18600,27.0,6.083333333333333,2,15,17.923333333333336,4.653333333333333,8.27,10.790000000000001,28.976666666666663,0.0,29.39,0.0,3.0,8,grocery_regulars
6246,18603,6.0,8.84,7,19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
6247,18604,13.0,2.4,2,19,0.0,0.0,96.08500000000001,0.0,3.915,0.0,0.0,0.0,2.0,5,drink_buyers
6248,18606,9.0,0.46,4,12,16.645,14.665000000000001,0.0,0.0,5.545,0.0,63.144999999999996,0.0,2.0,7,new_parents
6249,18608,21.0,7.2,5,18,0.0,6.89,27.15,2.88,20.59,0.0,42.5,0.0,1.0,7,new_parents
6250,18609,5.0,20.0,5,18,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,home_decorators
6251,18610,31.6,2.8306666666666667,1,9,20.47733333333333,31.90066666666667,20.696666666666665,13.081999999999999,2.6086666666666667,0.0,10.262666666666666,0.0,15.0,4,loyals
6252,18625,15.333333333333334,28.87,7,14,6.256666666666667,2.18,23.69333333333333,16.986666666666665,4.383333333333334,0.0,46.5,0.0,3.0,7,new_parents
6253,18628,24.0,9.79,3,20,12.74,3.725,3.75,29.79,0.0,0.0,50.0,0.0,2.0,7,new_parents
6254,18630,35.0,0.58,4,15,26.28,24.14,27.39,2.48,19.72,0.0,0.0,0.0,1.0,8,grocery_regulars
6255,18631,30.5,3.235,2,9,19.52,52.29,8.13,10.459999999999999,1.56,8.04,0.0,0.0,2.0,1,fresh_regulars
6256,18633,4.5,1.285,6,20,0.0,0.0,22.785,0.0,0.0,0.0,72.93,0.0,2.0,7,new_parents
6258,18636,8.25,0.0,3,11,0.0,0.0,0.0,0.0,5.54,0.0,94.46000000000001,0.0,4.0,7,new_parents
6259,18640,37.5,6.2250000000000005,4,15,21.085,26.455,22.115000000000002,18.125,5.535,6.68,0.0,0.0,2.0,8,grocery_regulars
6260,18642,36.0,5.49,6,19,31.125,26.034999999999997,14.79,28.045,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
6261,18644,32.0,4.435,2,21,22.61,23.96,23.955,12.16,17.31,0.0,0.0,0.0,2.0,8,grocery_regulars
6262,18646,24.0,0.17,3,19,20.9,0.0,18.36,19.13,0.0,0.0,41.62,0.0,1.0,7,new_parents
6263,18647,42.833333333333336,1.445,4,12,33.93666666666667,39.37,8.471666666666666,12.501666666666665,2.185,2.795,0.0,0.7383333333333333,6.0,1,fresh_regulars
6264,18653,27.5,7.55,2,6,11.52,0.0,3.72,20.59,0.0,0.0,64.16499999999999,0.0,2.0,7,new_parents
6265,18655,31.666666666666668,1.7300000000000002,5,17,43.19,0.0,32.973333333333336,15.0,7.096666666666667,1.74,0.0,0.0,3.0,8,grocery_regulars
6266,18658,26.0,0.0,3,13,92.76,0.0,7.24,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6267,18659,26.0,14.23,4,18,0.0,0.0,0.0,49.41,50.59,0.0,0.0,0.0,1.0,0,beauty_concious
6268,18660,39.0,5.34,2,23,19.72,49.24,27.01,4.03,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6269,18661,42.0,1.68,7,23,33.69,19.37,46.94,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6270,18662,18.0,5.84,7,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6271,18663,57.0,2.23,7,20,39.37,15.78,11.37,12.55,20.93,0.0,0.0,0.0,1.0,8,grocery_regulars
6272,18664,10.0,2.315,2,9,3.835,0.0,18.595,0.0,6.36,0.0,71.21000000000001,0.0,2.0,7,new_parents
6273,18666,5.0,0.0,6,12,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6274,18667,48.25,1.8925,1,23,32.38250000000001,34.4075,10.5725,11.955,9.7275,0.1325,0.0,0.8225,4.0,1,fresh_regulars
6275,18671,43.0,2.3,5,11,39.81,17.58,36.21,6.4,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6276,18672,21.0,7.242,4,18,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,5,drink_buyers
6277,18677,34.0,15.83,1,0,24.86,0.0,35.46,39.68,0.0,0.0,0.0,0.0,1.0,2,home_decorators
6278,18678,11.333333333333334,3.2133333333333334,1,11,0.0,0.0,93.37166666666667,6.628333333333334,0.0,0.0,0.0,0.0,6.0,5,drink_buyers
6279,18684,16.333333333333332,-3.3299999999999996,7,18,25.44333333333333,0.0,51.27,20.689999999999998,0.0,0.0,2.5966666666666667,0.0,3.0,5,drink_buyers
6280,18687,92.0,2.6366666666666667,2,22,33.34666666666667,8.78,24.336666666666662,32.79333333333333,0.13999999999999999,0.6033333333333334,0.0,0.0,3.0,8,grocery_regulars
6281,18690,29.0,1.7020000000000004,3,19,34.702000000000005,49.790000000000006,8.530000000000001,3.4880000000000004,3.4939999999999998,0.0,0.0,0.0,5.0,1,fresh_regulars
6282,18695,54.0,8.083333333333334,3,10,26.406666666666666,31.823333333333334,23.72666666666667,10.6,6.293333333333334,0.0,0.0,1.1566666666666665,3.0,1,fresh_regulars
6283,18698,43.09090909090909,4.70909090909091,3,0,32.75727272727273,43.014545454545456,3.5009090909090905,3.178181818181818,0.9745454545454545,0.0,1.1736363636363636,15.39818181818182,11.0,4,loyals
6284,18709,36.0,25.28,1,20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,2,home_decorators
6286,18712,30.5,15.075,3,12,42.665,0.0,18.91,13.9775,24.4525,0.0,0.0,0.0,4.0,8,grocery_regulars
6287,18716,57.0,10.772000000000002,2,21,24.518,48.672000000000004,17.592,6.5760000000000005,0.0,2.638,0.0,0.0,5.0,1,fresh_regulars
6288,18721,26.666666666666668,6.973333333333334,4,7,31.773333333333337,0.0,48.64333333333334,14.653333333333334,4.926666666666667,0.0,0.0,0.0,3.0,8,grocery_regulars
6289,18724,44.333333333333336,4.323333333333333,4,13,3.0866666666666664,0.0,78.36666666666667,18.546666666666667,0.0,0.0,0.0,0.0,3.0,5,drink_buyers
6290,18727,28.0,12.7,2,21,24.87,55.13,8.09,0.0,11.9,0.0,0.0,0.0,1.0,1,fresh_regulars
6292,18729,50.5625,1.89125,7,21,33.61,31.602499999999996,19.240000000000002,10.275624999999998,4.235,0.4275,0.6075,0.0,16.0,4,loyals
6293,18745,28.133333333333333,4.100666666666667,2,20,32.778,30.274666666666665,16.63133333333333,13.394666666666668,5.734,1.1846666666666665,0.0,0.0,15.0,4,loyals
6294,18760,23.666666666666668,8.17,1,17,10.126666666666667,70.80666666666667,11.643333333333333,4.4799999999999995,2.9433333333333334,0.0,0.0,0.0,3.0,1,fresh_regulars
6295,18763,64.0,100.0,2,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6296,18764,28.5,15.785,4,18,12.135,2.625,21.885,63.355000000000004,0.0,0.0,0.0,0.0,2.0,2,home_decorators
6297,18766,62.0,100.0,1,13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6298,18767,37.0,4.404999999999999,3,11,21.295,8.395,51.945,10.025,2.8,5.53,0.0,0.0,2.0,5,drink_buyers
6299,18769,35.0,3.1466666666666665,4,22,44.370000000000005,50.27333333333333,0.0,0.0,2.91,2.4466666666666668,0.0,0.0,3.0,1,fresh_regulars
6301,18773,19.5,5.505,5,12,0.0,0.0,3.66,67.425,13.465,9.655,5.79,0.0,2.0,2,home_decorators
6302,18775,52.0,5.807499999999999,2,18,27.572499999999998,0.0,53.00749999999999,14.0725,5.3475,0.0,0.0,0.0,4.0,8,grocery_regulars
6303,18779,62.666666666666664,14.746666666666668,6,1,33.04333333333334,0.0,19.763333333333332,18.236666666666668,9.27,0.4766666666666666,0.0,19.213333333333335,3.0,8,grocery_regulars
6304,18782,31.0,0.0,1,18,21.96,68.61,4.14,5.29,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6305,18783,20.142857142857142,15.891428571428571,7,23,24.995714285714286,6.652857142857144,15.577142857142858,5.171428571428572,2.2514285714285713,0.0,45.355714285714285,0.0,7.0,7,new_parents
6306,18790,5.666666666666667,11.973333333333331,7,21,2.64,0.0,0.0,0.0,6.863333333333333,0.0,90.49333333333334,0.0,3.0,7,new_parents
6307,18793,39.0,4.49,7,21,46.65,0.0,43.02,10.33,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6308,18794,29.0,-3.9,4,9,62.91,0.0,17.49,13.55,6.05,0.0,0.0,0.0,1.0,8,grocery_regulars
6309,18795,15.0,33.33,1,10,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6310,18796,20.0,0.0,2,11,4.75,0.0,13.91,0.0,7.01,0.0,74.33,0.0,1.0,7,new_parents
6311,18797,5.5,6.255,1,21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,7,new_parents
6312,18799,25.0,12.21,2,10,13.91,0.0,33.58,0.0,9.17,0.0,43.35,0.0,1.0,7,new_parents
6313,18800,46.0,2.09,3,16,21.06,73.52,4.89,0.0,0.0,0.53,0.0,0.0,1.0,1,fresh_regulars
6314,18801,26.666666666666668,8.98,2,23,23.02,52.23,12.656666666666666,6.136666666666667,4.78,1.18,0.0,0.0,3.0,1,fresh_regulars
6316,18805,12.4,9.786,1,12,2.614,59.842000000000006,11.396,8.059999999999999,0.0,0.0,0.0,18.086000000000002,5.0,1,fresh_regulars
6317,18810,16.0,0.0,3,14,7.99,0.0,76.8,15.21,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6318,18811,48.0,2.62,1,10,54.55,0.0,9.71,24.55,5.38,0.0,5.81,0.0,1.0,8,grocery_regulars
6319,18812,37.25,3.4425,5,20,14.105,0.1575,22.8825,17.7775,10.46,0.0,34.625,0.0,4.0,8,grocery_regulars
6320,18816,51.666666666666664,5.593333333333334,4,7,26.416666666666668,14.159999999999998,16.933333333333334,21.843333333333334,16.83666666666667,3.81,0.0,0.0,3.0,8,grocery_regulars
6321,18819,28.666666666666668,11.206666666666665,2,18,5.783333333333334,47.03666666666667,37.93,7.8,1.4533333333333334,0.0,0.0,0.0,3.0,1,fresh_regulars
6322,18822,80.0,7.4,4,22,25.63,29.07,18.88,26.41,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6323,18823,41.9,1.391,4,14,19.556999999999995,23.031,27.394,17.217,10.207,0.363,2.227,0.0,10.0,4,loyals
6324,18833,43.75,2.0637499999999998,7,21,17.01625,52.598749999999995,21.852500000000003,2.7625,2.995,0.0,2.77625,0.0,8.0,1,fresh_regulars
6325,18841,22.333333333333332,7.063333333333333,3,11,10.92,23.349999999999998,50.44333333333333,15.283333333333333,0.0,0.0,0.0,0.0,3.0,5,drink_buyers
6326,18844,16.0,15.12,1,10,3.23,2.24,44.74,38.78,11.02,0.0,0.0,0.0,1.0,2,home_decorators
6327,18845,28.2,8.512,5,18,13.768,13.178,19.296,35.258,5.556,12.946000000000002,0.0,0.0,5.0,8,grocery_regulars
6328,18850,37.166666666666664,7.189166666666666,2,22,12.262499999999998,34.33,29.366666666666664,5.379166666666666,7.449999999999999,1.6233333333333333,2.9408333333333334,5.2275,12.0,4,loyals
6329,18862,26.5,5.12,2,16,20.555,0.0,70.53,3.02,5.9,0.0,0.0,0.0,2.0,5,drink_buyers
6330,18864,32.083333333333336,4.628333333333333,6,11,15.369166666666665,43.585,12.506666666666666,18.090833333333332,6.335833333333333,4.114166666666667,0.0,0.0,12.0,4,loyals
6331,18876,66.0,5.45,1,19,24.44,55.06,10.78,8.15,1.57,0.0,0.0,0.0,1.0,1,fresh_regulars
6332,18877,30.0,4.24,5,10,32.09,25.9,11.4,25.44,5.17,0.0,0.0,0.0,1.0,8,grocery_regulars
6333,18878,34.0,3.6,1,21,48.3,0.0,13.54,4.8,0.0,0.0,10.7,22.67,1.0,8,grocery_regulars
6334,18879,31.0,1.32,6,18,18.3,62.99,10.0,4.48,4.23,0.0,0.0,0.0,1.0,1,fresh_regulars
6335,18880,24.75,8.935,5,22,22.214999999999996,8.0475,40.93,18.3975,2.565,2.2825,0.0,5.5625,4.0,8,grocery_regulars
6337,18885,25.0,5.011666666666668,2,12,20.096666666666668,25.06833333333333,16.150000000000002,25.081666666666667,2.2066666666666666,0.0,9.025,0.0,6.0,8,grocery_regulars
6338,18891,26.5,0.49,1,15,61.695,0.0,30.2825,8.022499999999999,0.0,0.0,0.0,0.0,4.0,8,grocery_regulars
6339,18895,44.0,2.09,5,19,17.58,0.0,41.97,31.16,6.5,0.0,0.0,2.79,1.0,8,grocery_regulars
6340,18896,42.0,2.3,5,11,11.74,74.59,13.67,0.0,0.0,0.0,0.0,0.0,1.0,1,fresh_regulars
6341,18897,39.0,24.33,7,17,14.055,29.505,18.4,20.189999999999998,14.649999999999999,0.0,0.0,3.195,2.0,1,fresh_regulars
6343,18900,26.25,8.033333333333333,3,11,22.764166666666668,0.0,56.27583333333333,19.845000000000002,1.1158333333333335,0.0,0.0,0.0,12.0,4,loyals
6344,18912,32.0,4.550000000000001,5,13,41.275,23.814999999999998,22.03,7.65,0.0,0.0,5.24,0.0,2.0,8,grocery_regulars
6345,18914,9.0,1.81,5,15,12.9,0.0,82.87,4.22,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6346,18915,25.5,0.0,3,14,45.5975,1.665,50.42,1.1025,1.2125,0.0,0.0,0.0,4.0,8,grocery_regulars
6347,18919,18.0,0.0,3,12,47.79,0.0,25.25,26.96,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6348,18920,54.0,5.74,1,17,17.71,5.26,40.11,28.38,8.53,0.0,0.0,0.0,1.0,8,grocery_regulars
6349,18921,18.0,16.44,6,9,9.56,0.0,83.94,6.5,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6350,18922,46.333333333333336,3.3733333333333335,6,10,2.84,0.0,18.983333333333334,6.3566666666666665,5.716666666666666,0.0,66.10666666666667,0.0,3.0,7,new_parents
6351,18925,44.0,0.71,1,15,29.642000000000003,42.644,18.357999999999997,8.208,1.1480000000000001,0.0,0.0,0.0,5.0,1,fresh_regulars
6352,18930,47.333333333333336,5.048333333333334,1,10,14.991666666666667,0.0,63.306666666666665,18.515,3.185,0.0,0.0,0.0,6.0,5,drink_buyers
6353,18936,34.0,82.14500000000001,3,20,83.88,0.0,3.955,1.4,0.0,0.0,10.77,0.0,2.0,3,grocery_shoppers
6354,18938,19.5,1.775,6,11,27.48,0.0,3.12,0.0,22.895,0.0,46.5,0.0,2.0,7,new_parents
6356,18941,64.0,77.48,4,22,82.0,8.66,5.72,3.62,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6357,18942,16.333333333333332,3.8800000000000003,2,11,17.41,5.786666666666666,51.01,14.63,1.6500000000000001,0.0,0.0,9.51,3.0,5,drink_buyers
6358,18945,79.0,84.41,7,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6359,18946,24.5,8.110000000000001,2,20,3.855,2.295,21.93,10.07,13.875,0.0,47.97,0.0,2.0,7,new_parents
6360,18948,18.0,0.0,6,14,0.0,0.0,90.12,9.88,0.0,0.0,0.0,0.0,1.0,5,drink_buyers
6361,18949,8.0,25.09,2,9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,7,new_parents
6362,18950,61.0,68.71,5,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6363,18951,40.5,6.595000000000001,1,21,41.885,2.7800000000000002,34.15,16.384999999999998,4.795,0.0,0.0,0.0,2.0,8,grocery_regulars
6364,18953,47.0,100.0,3,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6365,18954,67.0,100.0,5,21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6366,18955,25.0,2.91,1,21,91.39,0.0,0.0,8.61,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
6367,18957,28.0,5.27,7,17,36.379999999999995,23.319999999999997,18.72,12.323333333333332,7.8566666666666665,0.0,0.0,1.4100000000000001,3.0,8,grocery_regulars
6368,18960,16.0,14.23,7,16,38.43,0.0,33.48,0.0,0.0,28.09,0.0,0.0,1.0,9,health_concious
6369,18961,38.0,7.28,2,15,21.017500000000002,40.8975,19.775,3.215,4.13,0.0,10.969999999999999,0.0,4.0,1,fresh_regulars
6370,18965,33.44444444444444,3.56,2,13,20.594444444444445,27.353333333333335,11.763333333333334,6.4255555555555555,5.664444444444444,1.4977777777777779,26.702222222222222,0.0,9.0,4,loyals
6371,18974,49.5,1.39,5,12,21.505,55.55,11.495,10.67,0.78,0.0,0.0,0.0,2.0,1,fresh_regulars
6372,18976,5.333333333333333,3.393333333333333,6,22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,7,new_parents
6373,18979,6.0,0.0,4,19,0.0,0.0,0.0,0.0,7.74,0.0,92.26,0.0,1.0,7,new_parents
6374,18980,7.75,11.155000000000001,3,11,0.0,0.0,0.9925,17.11,17.3875,0.0,64.50999999999999,0.0,4.0,7,new_parents
6375,18984,29.0,65.63,4,10,91.96,0.0,8.04,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6376,18985,31.5,6.808000000000002,7,21,28.740000000000002,14.435999999999998,15.200000000000003,16.275,0.471,0.141,24.735999999999997,0.0,10.0,4,loyals
6377,18995,39.333333333333336,2.5533333333333332,3,11,41.46333333333334,0.0,32.86666666666667,17.150000000000002,3.2733333333333334,0.0,0.0,5.256666666666667,3.0,8,grocery_regulars
6378,18998,20.0,6.006666666666667,4,13,19.69333333333333,26.573333333333334,50.43,3.3033333333333332,0.0,0.0,0.0,0.0,3.0,5,drink_buyers
6379,19001,64.0,9.326666666666666,7,19,21.643333333333334,0.45999999999999996,21.7,54.14333333333334,2.0566666666666666,0.0,0.0,0.0,3.0,2,home_decorators
6380,19004,23.428571428571427,1.0799999999999998,3,13,11.145714285714286,11.40857142857143,23.782857142857143,4.4714285714285715,4.984285714285714,0.0,44.20857142857143,0.0,7.0,7,new_parents
6381,19011,25.0,10.1,3,22,25.83,4.87,24.465,23.075000000000003,15.98,0.0,0.0,5.785,2.0,8,grocery_regulars
6382,19013,50.0,22.36,2,17,1.34,23.06,57.96,1.71,15.93,0.0,0.0,0.0,1.0,5,drink_buyers
6383,19014,32.57142857142857,1.2114285714285715,1,21,19.22857142857143,45.26428571428571,25.0,6.317142857142857,4.191428571428571,0.0,0.0,0.0,7.0,1,fresh_regulars
6384,19021,33.0,9.74,6,21,40.01,17.38,15.4,3.37,6.38,17.46,0.0,0.0,1.0,8,grocery_regulars
6385,19022,50.25,4.355833333333334,1,11,18.82916666666667,29.930833333333336,24.215833333333332,18.401666666666667,8.575833333333332,0.0,0.049999999999999996,0.0,12.0,4,loyals
6386,19034,51.0,3.5,1,13,26.9,42.32,17.06,9.49,2.13,0.0,2.1,0.0,1.0,1,fresh_regulars
6387,19035,41.25,3.7375,2,22,17.75,13.067499999999999,52.3,12.075,4.807499999999999,0.0,0.0,0.0,4.0,5,drink_buyers
6388,19039,22.0,0.0,2,13,17.115000000000002,24.29,31.86,9.335,0.0,0.0,0.0,0.0,2.0,8,grocery_regulars
6389,19041,79.0,1.57,6,11,9.01,39.16,14.0,22.69,6.3,0.0,0.0,8.84,1.0,1,fresh_regulars
6390,19042,63.0,100.0,5,12,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6391,19043,23.0,13.26,1,15,0.0,2.15,34.9,53.14,5.02,4.79,0.0,0.0,1.0,2,home_decorators
6392,19044,49.333333333333336,1.6766666666666667,3,18,6.476666666666667,0.0,0.0,1.78,0.0,0.0,90.54333333333334,0.0,3.0,7,new_parents
6393,19047,50.0,24.87,6,0,8.33,5.76,9.09,56.87,19.96,0.0,0.0,0.0,1.0,2,home_decorators
6395,19052,16.0,0.25,1,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6396,19053,29.0,0.0,6,14,45.09,27.31,9.03,18.56,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6397,19054,11.75,2.8125,4,16,2.6799999999999997,0.0,7.5575,1.46,0.0,0.0,88.305,0.0,4.0,7,new_parents
6398,19058,48.5,7.3475,1,11,26.66,2.6799999999999997,34.449999999999996,28.2525,7.96,0.0,0.0,0.0,4.0,8,grocery_regulars
6399,19062,33.25,6.5825000000000005,7,19,11.0725,45.42,11.655,10.610000000000001,1.3375,0.0,19.905,0.0,4.0,1,fresh_regulars
6400,19066,27.0,6.64,4,21,10.65,14.87,59.29,0.0,0.0,0.0,0.0,15.19,1.0,5,drink_buyers
6401,19067,32.25,15.66,4,18,16.685,20.0825,16.8075,23.1,5.8100000000000005,0.0,0.0,17.5175,4.0,8,grocery_regulars
6403,19072,31.8,5.802000000000001,2,23,26.682,7.9079999999999995,20.82,37.18399999999999,7.046000000000001,0.0,0.364,0.0,5.0,8,grocery_regulars
6404,19077,26.5,0.5800000000000001,4,21,12.1775,69.5275,9.035,7.825,0.985,0.45,0.0,0.0,4.0,1,fresh_regulars
6406,19083,40.0,0.93,3,21,21.83,0.0,11.53,13.18,9.21,7.48,36.78,0.0,1.0,8,grocery_regulars
6407,19084,16.0,5.510000000000001,1,19,3.8766666666666665,27.74666666666667,59.446666666666665,1.38,2.3866666666666667,0.0,0.0,5.17,3.0,5,drink_buyers
6408,19087,38.0,5.1675,2,9,40.9,16.74,7.1499999999999995,17.4025,8.145,1.17,0.0,8.5,4.0,8,grocery_regulars
6410,19092,58.0,100.0,1,6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,grocery_shoppers
6411,19093,13.0,26.3,3,10,0.0,6.76,4.62,61.71,0.0,0.0,16.36,0.0,1.0,2,home_decorators
6412,19094,22.0,12.495000000000001,5,19,31.84,0.0,15.760000000000002,52.4,0.0,0.0,0.0,0.0,2.0,2,home_decorators
6413,19096,25.0,6.5,7,11,7.0566666666666675,1.4533333333333334,41.86666666666667,10.01,0.0,0.0,39.61666666666667,0.0,3.0,5,drink_buyers
6414,19099,37.2,5.95,7,0,45.2,0.0,19.008,19.484,13.751999999999999,2.554,0.0,0.0,5.0,8,grocery_regulars
6415,19104,20.0,4.11,2,20,29.94,29.18,40.89,0.0,0.0,0.0,0.0,0.0,1.0,8,grocery_regulars
6416,19105,62.4,6.382,1,12,28.812,28.157999999999998,31.483999999999998,8.23,3.3160000000000003,0.0,0.0,0.0,5.0,1,fresh_regulars
6417,19110,22.0,3.806666666666667,6,16,9.72,0.0,33.42666666666667,10.303333333333333,0.0,0.0,46.55666666666667,0.0,3.0,7,new_parents
6418,19113,20.5,1.436,1,21,45.479,0.0,7.095999999999999,9.277,3.3940000000000006,0.0,34.754,0.0,10.0,4,loyals
